wkt_geom,Event_ID,dt,Long,Lat,specie,taglocal,Individual,studyname,country
Point (-1404974.48471641470678151 7742516.81089996360242367),126127,8/23/2008 2:00,-56.92211311,-19.49588169,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422854.7811142795253545 7741432.2236950621008873),126128,8/23/2008 5:00,-57.08518285,-19.48853116,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422839.60871265805326402 7741447.5484992116689682),126129,8/23/2008 8:00,-57.08503032,-19.48841375,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421643.04332162719219923 7739642.46736769936978817),126130,8/23/2008 11:00,-57.07597568,-19.50503717,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1404876.77630508411675692 7742275.08811403438448906),126131,8/23/2008 17:00,-56.92146404,-19.49805033,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406424.82829372305423021 7744170.02779560163617134),126132,8/23/2008 20:00,-56.93364095,-19.48032422,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407732.2447095497045666 7745775.85336174909025431),126133,8/23/2008 23:00,-56.94391823,-19.46530784,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421628.37189517566002905 7739643.00875059515237808),126134,8/24/2008 2:00,-57.07584226,-19.50504626,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421583.22814073390327394 7739634.23296040389686823),126135,8/24/2008 5:00,-57.07544204,-19.50516391,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422847.61414610035717487 7741434.05289304815232754),126136,8/24/2008 8:00,-57.08511614,-19.48852216,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406259.09847806673496962 7747445.17632116284221411),126137,8/24/2008 20:00,-56.92893636,-19.45232513,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1404855.47112755361013114 7747978.70551606826484203),126138,8/24/2008 23:00,-56.91569521,-19.44903894,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405946.01614361023530364 7749371.49995062034577131),126139,8/25/2008 5:00,-56.92421841,-19.43605618,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422351.60256506036967039 7737757.84631232917308807),126140,8/25/2008 8:00,-57.08425603,-19.52055936,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422397.88506745034828782 7741798.50689948350191116),126141,8/25/2008 11:00,-57.08068365,-19.48581303,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422419.47464062902145088 7741803.53047969006001949),126142,8/26/2008 2:00,-57.08087421,-19.48574968,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422379.46015052148140967 7741909.93343320116400719),126143,8/26/2008 11:00,-57.08040684,-19.48487328,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406502.3414429253898561 7749820.20511307194828987),126144,8/26/2008 14:00,-56.92882151,-19.43168402,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406440.3236659097019583 7749752.26281765848398209),126145,8/26/2008 17:00,-56.92832587,-19.43232547,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407024.0726823874283582 7748130.96608088724315166),126146,8/26/2008 20:00,-56.93519837,-19.44572125,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407399.59214154840447009 7745927.53896513115614653),126147,8/26/2008 23:00,-56.9407553,-19.46431274,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405982.35490077640861273 7745112.70350339449942112),126148,8/27/2008 5:00,-56.92870836,-19.47263168,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422319.7031191207934171 7741834.34585233591496944),126149,8/27/2008 11:00,-57.07994026,-19.48557839,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406988.17034906544722617 7744459.09800930321216583),126150,8/27/2008 14:00,-56.93846369,-19.47731653,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406997.60981768183410168 7744468.58863846026360989),126151,8/27/2008 17:00,-56.93853995,-19.47722619,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1408124.10082239797338843 7745840.6634643692523241),126152,8/27/2008 20:00,-56.94740578,-19.46438709,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1408265.41662427340634167 7747476.17727392539381981),126153,8/27/2008 23:00,-56.94708643,-19.45019854,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422390.10576049773953855 7741814.08232484199106693),126154,8/28/2008 2:00,-57.08059783,-19.48568654,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422361.46267442801035941 7741811.92891624383628368),126155,8/28/2008 5:00,-57.08034056,-19.48573184,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422366.32388042658567429 7741808.24386414233595133),126156,8/28/2008 11:00,-57.08038822,-19.48575894,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407038.26321226940490305 7748573.12446231860667467),126157,8/28/2008 20:00,-56.93489504,-19.44190743,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406655.88349335570819676 7748274.88929863180965185),126158,8/28/2008 23:00,-56.93172145,-19.44482529,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421807.29350731242448092 7741873.1012380151078105),126159,8/29/2008 2:00,-57.07526151,-19.48572499,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421880.49981992202810943 7741839.90775722451508045),126160,8/29/2008 5:00,-57.07595724,-19.48594159,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422366.79956741072237492 7741802.93154475744813681),126161,8/29/2008 8:00,-57.08039777,-19.48580412,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421807.51890640100464225 7741875.18058530520647764),126162,8/29/2008 11:00,-57.0752615,-19.48570692,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1408518.64930057432502508 7748417.18538990058004856),126163,8/29/2008 17:00,-56.94846096,-19.44187564,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1408409.20250915642827749 7746269.28566526155918837),126164,8/29/2008 20:00,-56.94956984,-19.46043844,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421805.10028608376160264 7741872.28761350642889738),126165,8/30/2008 5:00,-57.07524245,-19.48573403,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421818.25672170519828796 7741877.17316773813217878),126166,8/30/2008 8:00,-57.07535678,-19.48567976,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407847.36110741691663861 7745266.04366055503487587),126167,8/30/2008 14:00,-56.94546034,-19.46958292,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407839.99068036605603993 7745343.59887631703168154),126168,8/30/2008 23:00,-56.94531764,-19.46892316,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407849.93302844534628093 7745338.31574458256363869),126169,8/31/2008 2:00,-56.94541291,-19.46895934,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422366.77604340622201562 7741812.40368299372494221),126170,8/31/2008 5:00,-57.08038821,-19.48572279,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407868.08550220169126987 7745243.82081221230328083),126171,8/31/2008 8:14,-56.9456699,-19.46975469,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407873.24703288823366165 7745339.99660030007362366),126172,8/31/2008 11:00,-56.94562254,-19.46892325,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407719.1587717339862138 7745247.33705372922122478),126173,8/31/2008 17:00,-56.94431685,-19.46986272,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407744.58678413974121213 7745278.22918338049203157),126174,8/31/2008 20:00,-56.94451705,-19.46957359,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422212.27734045358374715 7737715.11682005412876606),126175,9/1/2008 8:00,-57.08303629,-19.52105697,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420382.62802655552513897 7737067.00628079939633608),126176,9/1/2008 11:00,-57.06710304,-19.5283385,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420673.83396308193914592 7739950.7692185714840889),126177,9/2/2008 2:00,-57.06689257,-19.50329658,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422044.48041585367172956 7741411.77157139126211405),126178,9/2/2008 5:00,-57.07786476,-19.48946529,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421363.40550967608578503 7741951.76828337274491787),126179,9/2/2008 8:00,-57.07116385,-19.48546457,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422041.36047032964415848 7741412.11037767119705677),126180,9/2/2008 11:00,-57.07783617,-19.4894653,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407591.93557135644368827 7744956.19722256436944008),126181,9/2/2008 20:00,-56.94344887,-19.47248325,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421728.74583587073720992 7739830.96769795659929514),126182,9/3/2008 2:00,-57.07656576,-19.50333793,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421354.75392131926491857 7739584.34075942635536194),126183,9/3/2008 5:00,-57.0734219,-19.50580638,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421654.37910199863836169 7739960.04092460870742798),126184,9/3/2008 8:00,-57.07576474,-19.50229899,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422040.99817717983387411 7741418.46281522326171398),126185,9/3/2008 11:00,-57.07782662,-19.48941108,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407583.98609239258803427 7744950.75006073899567127),126186,9/3/2008 20:00,-56.94338216,-19.47253745,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421859.66098620905540884 7739815.70110633037984371),126187,9/4/2008 2:00,-57.07776657,-19.50334645,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421373.8096285427454859 7740002.07775533385574818),126188,9/4/2008 5:00,-57.07318202,-19.50220064,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422044.14159095846116543 7741408.65201165340840816),126189,9/4/2008 8:00,-57.07786477,-19.4894924,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422036.41164814145304263 7741405.28179910220205784),126190,9/4/2008 11:00,-57.07779809,-19.48952858,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420871.48819135152734816 7739106.54923432320356369),126191,9/5/2008 2:00,-57.0695164,-19.51036266,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422582.45939152711071074 7738923.86024301685392857),126192,9/5/2008 5:00,-57.08519426,-19.51032885,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422035.93491822551004589 7741410.59415732324123383),126193,9/5/2008 8:00,-57.07778853,-19.4894834,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422034.30708269379101694 7741414.97939900681376457),126194,9/5/2008 11:00,-57.07776946,-19.48944726,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407589.64091314049437642 7744993.24662626255303621),126195,9/5/2008 14:00,-56.94339181,-19.47216693,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407572.10334206325933337 7744947.83120598085224628),126196,9/5/2008 17:00,-56.94327733,-19.47257357,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407662.8472700014244765 7744902.25075666885823011),126197,9/5/2008 23:00,-56.94414431,-19.4728811,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422045.18153088469989598 7741408.538692407310009),126198,9/6/2008 2:00,-57.0778743,-19.4894924,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422048.66497983504086733 7741401.84847664646804333),126199,9/6/2008 5:00,-57.07791245,-19.4895466,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422042.98939510248601437 7741407.72501482255756855),126200,9/6/2008 11:00,-57.07785525,-19.48950144,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405683.69644164526835084 7745296.45448459312319756),126201,9/6/2008 17:00,-56.92582184,-19.47132916,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405487.02781212632544339 7745121.15553420595824718),126202,9/6/2008 20:00,-56.92421077,-19.47301846,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422043.32821994018740952 7741410.84457440301775932),126203,9/7/2008 2:00,-57.07785524,-19.48947433,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420763.32488604774698615 7740649.12489526532590389),126204,9/7/2008 5:00,-57.06701396,-19.49721451,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420774.94171775155700743 7740668.90672759898006916),126205,9/7/2008 8:00,-57.06709966,-19.49703373,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1419767.19371936563402414 7737803.03141119331121445),126206,9/7/2008 11:00,-57.06080045,-19.5225931,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421417.50511824479326606 7739387.0871486272662878),126207,9/8/2008 2:00,-57.07418508,-19.5074418,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420826.31934271147474647 7740541.28516030590981245),126208,9/8/2008 5:00,-57.06769094,-19.49808182,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420759.14898975961841643 7740610.65072461683303118),126209,9/8/2008 8:00,-57.0670141,-19.49754888,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420781.88208998879417777 7740664.99669432360678911),126210,9/8/2008 11:00,-57.06716638,-19.49706082,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405576.35981629439629614 7746538.16115354187786579),126211,9/8/2008 20:00,-56.92363528,-19.46075471,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405547.3492783629335463 7746551.81568125355988741),126212,9/8/2008 23:00,-56.92335902,-19.46066422,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421564.72124150348827243 7739318.49111412838101387),126213,9/9/2008 2:00,-57.07558626,-19.50789308,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405559.03136706538498402 7746543.19132585078477859),126214,9/9/2008 5:00,-56.92347332,-19.46072753,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421726.79112864239141345 7739502.90501884091645479),126215,9/9/2008 8:00,-57.07687206,-19.5061574,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421675.4875145445112139 7739602.11870100814849138),126216,9/9/2008 11:00,-57.07630939,-19.50535333,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405836.46132266870699823 7744474.55740397982299328),126217,9/9/2008 20:00,-56.9280103,-19.47825255,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405511.0166014744900167 7745963.84184424392879009),126218,9/9/2008 23:00,-56.92360435,-19.46575228,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421588.5268709291703999 7739547.37986229732632637),126219,9/10/2008 2:00,-57.07557581,-19.50590491,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421585.88246657140552998 7739542.40669288299977779),126220,9/10/2008 5:00,-57.07555677,-19.5059501,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421821.91582146612927318 7739526.24439753219485283),126221,9/10/2008 8:00,-57.07771059,-19.50586785,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421609.96411682828329504 7739473.50585332699120045),126222,9/10/2008 11:00,-57.07584294,-19.50651932,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1408242.31602939730510116 7745631.23338078986853361),126223,9/10/2008 20:00,-56.94868199,-19.46607742,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1408303.64167147991247475 7746615.0870750630274415),126224,9/10/2008 23:00,-56.94827498,-19.45756423,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420758.02755331271328032 7740551.85359011963009834),126225,9/11/2008 2:00,-57.06706196,-19.49805495,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420738.31138969422318041 7740583.45357983093708754),126226,9/11/2008 5:00,-57.0668522,-19.49780198,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421497.88607837120071054 7739671.90865722857415676),126227,9/11/2008 11:00,-57.07463185,-19.50492024,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406467.16874430561438203 7747220.79148457199335098),126228,9/11/2008 20:00,-56.93104115,-19.45406109,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1404970.2590133692137897 7747028.51350339595228434),126229,9/11/2008 23:00,-56.91766324,-19.45710106,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405193.28787923650816083 7745990.89113805629312992),126230,9/12/2008 5:00,-56.92069828,-19.46581429,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420799.10542307770811021 7740523.19680640753358603),126231,9/12/2008 8:00,-57.0674623,-19.49826265,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406926.90729977190494537 7744446.81054067332297564),126232,9/12/2008 14:00,-56.93792049,-19.47747902,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406924.74224340217188001 7744436.53079100884497166),126233,9/12/2008 17:00,-56.93791093,-19.47756939,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406840.73984767659567297 7744466.66255979053676128),126234,9/12/2008 20:00,-56.93712012,-19.47738837,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406815.24557652068324387 7744503.07020789664238691),126235,9/12/2008 23:00,-56.93685343,-19.47709909,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420763.92802793346345425 7740548.05681130476295948),126236,9/13/2008 2:00,-57.06711915,-19.49808204,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406721.35829755337908864 7744432.2854438629001379),126237,9/13/2008 5:00,-56.9360718,-19.47779468,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406777.76253758394159377 7744448.25315359048545361),126238,9/13/2008 8:00,-56.93656737,-19.47760507,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406960.24993706191889942 7744453.71144586615264416),126239,9/13/2008 11:00,-56.93821592,-19.47738875,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406954.71536984946578741 7744451.15755464695394039),126240,9/13/2008 14:00,-56.93816826,-19.47741584,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406844.23174945614300668 7744285.44026979990303516),126241,9/13/2008 17:00,-56.93732915,-19.47894284,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421028.86465829657390714 7740381.47009511385113001),126242,9/13/2008 20:00,-57.0696832,-19.49926494,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420777.20304874423891306 7740505.58344039972871542),126243,9/13/2008 23:00,-57.0672813,-19.49843443,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420758.8172415120061487 7740559.13261893019080162),126244,9/14/2008 11:00,-57.06706193,-19.49799169,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420805.70419814810156822 7740380.44448681548237801),126245,9/14/2008 17:00,-57.06766294,-19.4994826,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421358.14602387533523142 7739334.61348962038755417),126246,9/14/2008 20:00,-57.07369925,-19.50794808,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1404300.93237650650553405 7743887.16850900277495384),126247,9/14/2008 23:00,-56.91466667,-19.48472643,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421359.5010806352365762 7739347.09138010628521442),126248,9/15/2008 5:00,-57.0736992,-19.50783964,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420798.28640896361321211 7740709.50966247543692589),126249,9/15/2008 8:00,-57.06727104,-19.49666314,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420781.29319371213205159 7740669.26962179876863956),126250,9/15/2008 17:00,-57.06715683,-19.49702467,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421120.45255505573004484 7739926.47628787253051996),126251,9/15/2008 20:00,-57.07096188,-19.50308717,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421442.89925419725477695 7739533.73418642114847898),126252,9/15/2008 23:00,-57.07427026,-19.50615849,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420797.95227656373754144 7740522.26995180919766426),126253,9/16/2008 2:00,-57.06745277,-19.49827169,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406961.39232188020832837 7744202.29698324203491211),126254,9/16/2008 5:00,-56.93847238,-19.47954873,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407201.51219442603178322 7744623.13460333272814751),126255,9/16/2008 8:00,-56.94023662,-19.4757085,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420795.51015886105597019 7740528.8474380299448967),126256,9/16/2008 11:00,-57.06742416,-19.49821748,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407243.15138309728354216 7744677.5023169843479991),126257,9/16/2008 14:00,-56.94056077,-19.47520253,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420800.93496626312844455 7740530.36256055161356926),126258,9/16/2008 17:00,-57.0674718,-19.49819939,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1408330.88567938120104373 7745245.20896060951054096),126259,9/16/2008 20:00,-56.94986247,-19.46931307,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420762.55638428102247417 7740496.65313015878200531),126260,9/16/2008 23:00,-57.06715745,-19.49852484,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420778.54426193004474044 7740614.85851661115884781),126261,9/17/2008 2:00,-57.06718562,-19.49749459,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420971.65354669466614723 7740668.59709208458662033),126262,9/17/2008 5:00,-57.06888166,-19.49685232,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420786.15134581597521901 7740529.8635529512539506),126263,9/17/2008 8:00,-57.06733839,-19.49821751,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420736.81952570471912622 7740579.40733776707202196),126264,9/17/2008 20:00,-57.06684268,-19.49783813,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1418673.21978754317387938 7739160.14636043831706047),126265,9/17/2008 23:00,-57.04955023,-19.51195978,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1417620.08053657785058022 7740661.01577796414494514),126266,9/18/2008 2:00,-57.03852989,-19.50005145,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1402326.45225840178318322 7748933.49782068468630314),126267,9/18/2008 5:00,-56.89184341,-19.44317016,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405804.18371980777010322 7750412.94521570578217506),126268,9/18/2008 8:00,-56.92191726,-19.42723485,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420672.76256311521865427 7740376.98986308090388775),126269,9/18/2008 11:00,-57.06646222,-19.49963668,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420687.27244171570055187 7740394.35369986854493618),126270,9/18/2008 14:00,-57.06657651,-19.49947396,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1418267.82734711864031851 7740454.9999463614076376),126271,9/18/2008 17:00,-57.04460084,-19.50121585,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1417618.00117179378867149 7740661.24195002857595682),126272,9/18/2008 20:00,-57.03851083,-19.50005145,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1417629.68818872305564582 7740652.60921733826398849),126273,9/18/2008 23:00,-57.03862521,-19.50011469,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1419113.0761327394284308 7740575.75426377169787884),126274,9/19/2008 2:00,-57.05213855,-19.49938833,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420687.32055378472432494 7740375.40961488429456949),126275,9/19/2008 11:00,-57.06659564,-19.49963663,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420682.79886200511828065 7740382.21364139206707478),126276,9/19/2008 14:00,-57.06654797,-19.49958242,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1418877.26837483630515635 7739963.82471910864114761),126277,9/19/2008 20:00,-57.05060593,-19.5048653,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420136.17020957870408893 7740357.38595279213041067),126278,9/19/2008 23:00,-57.06162124,-19.50030714,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420940.67299453588202596 7740266.893498370423913),126279,9/20/2008 2:00,-57.06899749,-19.50033159,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1418613.22882441617548466 7740564.78600768465548754),126280,9/20/2008 5:00,-57.04762151,-19.49994988,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420644.56755432346835732 7740427.39640082232654095),126281,9/20/2008 17:00,-57.0661571,-19.49923011,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406900.47905918606556952 7746658.70027312636375427),126282,9/20/2008 20:00,-56.93551724,-19.45849098,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420711.88405094970948994 7738954.49349903129041195),126283,9/20/2008 23:00,-57.06822085,-19.51181814,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1407079.95830675307661295 7746461.57918491028249264),126284,9/21/2008 2:00,-56.93733643,-19.46001891,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406941.07420610263943672 7746713.18402331136167049),126285,9/21/2008 5:00,-56.93583185,-19.45798501,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420675.63203081185929477 7740384.04344127513468266),126286,9/21/2008 11:00,-57.06648125,-19.49957341,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420681.64572901837527752 7740381.28679205104708672),126287,9/21/2008 14:00,-57.06653844,-19.49959146,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421483.39842278184369206 7738850.69657664559781551),126288,9/21/2008 17:00,-57.07531177,-19.51198704,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420704.41037704353220761 7740377.76344107557088137),126289,9/21/2008 20:00,-57.06674811,-19.49960042,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420713.43031879747286439 7740373.627928102388978),126290,9/21/2008 23:00,-57.06683389,-19.4996275,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421581.37851574248634279 7738367.63334580883383751),126291,9/22/2008 2:00,-57.07667658,-19.51604415,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420699.32329294318333268 7740379.36782962828874588),126292,9/22/2008 5:00,-57.06670045,-19.4995914,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420682.91109173372387886 7740383.25389530137181282),126293,9/22/2008 14:00,-57.06654796,-19.49957338,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421325.3397752963937819 7740030.48745022527873516),126294,9/22/2008 17:00,-57.07271496,-19.50200201,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420763.11045232298783958 7740414.52804227732121944),126295,9/22/2008 20:00,-57.06724351,-19.49922971,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420757.88755457592196763 7740424.56362382136285305),126296,9/22/2008 23:00,-57.0671863,-19.4991484,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406961.6016007368452847 7746679.41980953142046928),126297,9/23/2008 2:00,-56.93605088,-19.4582562,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420761.57144350209273398 7740429.42468932271003723),126298,9/23/2008 5:00,-57.06721487,-19.4991032,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420764.8277805692050606 7740420.65352155454456806),126299,9/23/2008 8:00,-57.06725302,-19.49917549,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420774.52540630707517266 7740422.75790722295641899),126300,9/23/2008 11:00,-57.06733878,-19.49914834,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420771.42924857814796269 7740413.62402918841689825),126301,9/23/2008 17:00,-57.06731975,-19.49922969,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405742.56764351902529597 7747073.17808129824697971),126302,9/23/2008 20:00,-56.92461883,-19.45600154,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1405211.73417641967535019 7745957.3528322409838438),126303,9/23/2008 23:00,-56.92089824,-19.4660855,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422186.61403900966979563 7737914.66607431881129742),126304,9/24/2008 2:00,-57.08260652,-19.51936722,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1406242.47901027393527329 7744243.41178371198475361),126305,9/24/2008 5:00,-56.93191642,-19.47986268,Panthera onca,152100,114,Sao Bento,Brazil
